reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.4,480
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.45,696
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.5,908
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.55,1120
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.6,1336
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.65,1558
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.7,1793
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.75,2046
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.8,2329
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.85,2657
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.9,3071
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.95,3684
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.975,4216
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.99,4835
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.01,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.025,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.05,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.1,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.15,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.2,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.25,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.3,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.35,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.4,0
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.45,416
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.5,850
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.55,1284
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.6,1725
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.65,2181
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.7,2661
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.75,3180
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.8,3757
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.85,4430
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.9,5277
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.95,6532
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.975,7621
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.99,8886
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.01,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.025,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.05,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.1,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.15,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.2,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.25,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.3,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.35,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.4,0
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.45,225
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.5,850
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.55,1475
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.6,2110
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.65,2766
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.7,3458
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.75,4205
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.8,5036
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.85,6005
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.9,7224
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.95,9031
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.975,10598
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.99,12421
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.01,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.025,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.05,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.1,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.15,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.2,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.25,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.3,159
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.35,394
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.4,616
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.45,831
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.5,1043
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.55,1255
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.6,1470
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.65,1692
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.7,1926
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.75,2179
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.8,2461
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.85,2789
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.9,3202
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.95,3814
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.975,4345
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.99,4962
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.01,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.025,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.05,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.1,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.15,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.2,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.25,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.3,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.35,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.4,205
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.45,646
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.5,1079
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.55,1512
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.6,1952
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.65,2408
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.7,2887
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.75,3405
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.8,3981
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.85,4653
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.9,5498
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.95,6750
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.975,7837
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.99,9100
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.01,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.025,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.05,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.1,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.15,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.2,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.25,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.3,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.35,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.4,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.45,455
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.5,1079
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.55,1703
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.6,2337
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.65,2992
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.7,3682
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.75,4427
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.8,5257
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.85,6224
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.9,7441
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.95,9245
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.975,10809
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.99,12628
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.01,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.025,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.05,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.1,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.15,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.2,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.25,81
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.3,333
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.35,567
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.4,789
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.45,1004
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.5,1215
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.55,1426
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.6,1641
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.65,1863
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.7,2097
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.75,2349
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.8,2630
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.85,2958
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.9,3370
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.95,3981
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.975,4511
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.99,5127
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.01,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.025,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.05,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.1,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.15,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.2,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.25,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.3,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.35,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.4,368
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.45,808
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.5,1240
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.55,1673
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.6,2112
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.65,2567
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.7,3045
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.75,3562
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.8,4137
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.85,4808
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.9,5651
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.95,6902
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.975,7986
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.99,9247
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.01,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.025,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.05,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.1,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.15,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.2,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.25,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.3,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.35,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.4,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.45,618
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.5,1240
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.55,1863
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.6,2496
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.65,3150
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.7,3839
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.75,4583
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.8,5411
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.85,6376
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.9,7591
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.95,9391
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.975,10953
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.99,12768
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.01,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.025,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.05,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.1,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.15,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.2,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.25,80
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.3,332
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.35,565
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.4,787
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.45,1001
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.5,1212
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.55,1423
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.6,1637
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.65,1859
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.7,2092
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.75,2344
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.8,2625
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.85,2952
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.9,3363
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.95,3973
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.975,4502
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.99,5117
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.01,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.025,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.05,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.1,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.15,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.2,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.25,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.3,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.35,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.4,336
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.45,775
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.5,1207
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.55,1638
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.6,2077
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.65,2530
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.7,3008
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.75,3524
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.8,4098
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.85,4767
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.9,5609
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.95,6857
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.975,7940
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.99,9198
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.01,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.025,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.05,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.1,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.15,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.2,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.25,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.3,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.35,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.4,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.45,585
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.5,1207
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.55,1828
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.6,2460
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.65,3112
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.7,3800
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.75,4543
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.8,5369
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.85,6333
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.9,7545
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.95,9342
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.975,10901
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.99,12713
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.01,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.025,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.05,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.1,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.15,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.2,57
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.25,337
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.3,589
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.35,822
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.4,1043
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.45,1257
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.5,1467
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.55,1678
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.6,1892
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.65,2113
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.7,2346
